like,for,com,sum,date,content 
187,31,95,313,2019-09-24,#HEYTEA DESIGN#  作为目前喜茶面积最大的旗舰店，【深圳欢乐海岸LAB店】坐拥两层独栋空间。在这里漫步或闲坐，感受摩登与科技的交织，也享受一杯茶酒或甜品带给自己的小小自在。准备前去打卡的朋友们，请收好这张欢乐海岸LAB导览图，迷路记得CALL阿喜噢。 #喜茶设计#   #喜茶[超话]#   📍地址：南山区滨...
339,564,235,1138,2019-09-24,#万物皆可波波冰#  Round.6 焦香浓郁又软软嫩嫩的布甸跟波波冰特别搭！吸管一戳到底，焦糖布甸、奶茶冰沙、黑波波齐齐入口大满足。有和阿喜一样爱 #布甸波波冰# 的吗？👍 关+转，揪1位吸它！明天就开~ #喜茶[超话]#    抽奖详情
119,16,65,200,2019-09-24,#喜茶上海新店#  忙碌的空隙里，想点杯喜茶补充灵感？【上海漕河泾GO店】，明日（9.25）约你饮茶，一键下单，灵感即达。🎁9.25-9.27，开业前3天全场买一送一；9.28-9.30，开业前4-6天可扫码领取买一送一券。（优惠每单仅限一份） #喜茶[超话]#   📍地址：桂平路391号1号楼113室
158,12,103,273,2019-09-23,#喜茶食验室# 京城又上新啦，三款爆馅吐司，满满有料。爆芋泥咸蛋黄口味、红豆麻薯口味、爆芋泥麻薯口味，一定有你钟爱的那一款。明日起（9.24），北京所有喜茶门店有售。9.24-9.26，通过 #喜茶GO# 小程序下单食验室新品，可享半价优惠哦~   #喜茶[超话]#
308,617,362,1287,2019-09-23,#HEYTEA DESIGN#  酷黑新装备来袭。全新深圳LAB限定周边，融入科技感与未来感DNA。限定晴雨伞/AIRPODS外壳/马克杯/手机壳，深圳欢乐海岸LAB店周边实验室和 #喜茶灵感铺# 现正有售。关+转，送出3个马克杯。 #喜茶设计#   #喜茶[超话]#    抽奖详情
131,83,87,301,2019-09-23,#MUSIC HEYTEA#  喜茶首期 #灵感茶话会# 现正招募中！本周六，喜茶× @广州大剧院  将为大家带来【德法音乐剧专题讲座之探寻“浪漫”的真谛】，与小伙伴们一同感受德法音乐剧的瑰丽。🙋🏻♀️报名方法见评论。茶话会还提供茶歇和灵感伴手礼喔~  #喜茶[超话]#
201,13,68,282,2019-09-23,#秋分# 到，气转凉，日光夜色两均长。今日宜饮_____ 。 #茶茶日历#
320,66,120,506,2019-09-22,#喜茶×奥利奥# 系列甜品和喜拉朵CELATO，现已旋风登陆喜茶 #甜品实验室# 及 #制冰实验室# 。哪一款正中你的小心心？🍫 ⚫奥利奥舒芙蕾，上海港汇LAB、长沙惠农LAB、深圳欢乐海岸LAB及武汉天地热麦店有售。 ⚫奥利奥CELATO、千层、泡芙棒，上海港汇LAB、长沙惠农LAB、深圳欢乐海岸LAB有售。
308,513,191,1012,2019-09-22,#万物皆可波波冰#  Round.5 它，是喜茶的第一杯波波冰。用进口锡兰红茶与新鲜牛乳打制成绵绵冰沙，现熬现煮的黑糖波波坠入其中，它是你的第一杯波波冰吗？👍 关+转，揪1位吸 #奶茶波波冰# ~  #喜茶[超话]#    抽奖详情
241,107,132,480,2019-09-22,#HEYTEA食验室#   #喜茶热麦# 把好吃的酸菜鱼塞进欧包是一种怎样的体验呢？喜茶×太二出品的 #太二酸菜鱼包# ，为你揭晓美味的诞生。一：太二招牌秘制酸菜，酸辣爽口；二：切片鳕鱼，无刺嫩滑；三：有鱼有包，一饱口福。 今天你吃🐟了吗~ #喜茶[超话]#    微博视频   #HEYTEA食验室#
428,79,172,679,2019-09-22,🍦新灵感，新“冰点”， #制冰实验室# 又有新成员诞生啦。🍫喜茶× @瑞士三角巧克力  ，联名推出【三角巧克力Celato】，牛奶与浓郁巧克力交织成丝滑质地，顶层撒上巴旦木碎，为巧克力爱好者而生的喜拉朵，就是它。❄️*喜茶上海港汇LAB、长沙惠农LAB、深圳欢乐海岸LAB及武汉天地热麦现正有售。...
379,27,117,523,2019-09-21,#HEYTEA食验室#  到点啦，快来跟茶茶看看 #深圳首家lab#  吧！好看好吃又好玩，有时间一定要泡在这里一整天✌🏻️ #喜茶[超话]#    微博视频   #HEYTEA食验室#
389,623,247,1259,2019-09-21,#万物皆可波波冰#  Round.4 芋泥拥趸请举手。一抹恬淡的紫，藏入温柔与绵密，每一口都能吸到满满的顺滑芋泥和颗粒分明的芋头粒。🎁关+转，揪1位吸 #爆芋泥波波冰# 啦~   抽奖详情
170,13,33,216,2019-09-21,#喜茶茶极客#  喝了这杯【1980】，致敬深圳1980。⌛️以喜茶原创芝士茶为灵感，这杯茶极客深圳限定特调，将金凤茶王与青岛黑啤融合，并加入柠檬调配威士忌，经典产品的全新组合，凸显深圳这座城市的包容与活力。🥂周末来【深圳欢乐海岸LAB店】喝杯茶酒吧～
1135,2144,952,4231,2019-09-21,#万物皆可波波冰# 这次是奥利奥！大小朋友都喜爱的 #奥利奥波波冰# 现已上线啦。奥利奥饼干碎与现熬黑糖波波碰撞，搭配奶香冰沙，带来嚼得到的冰爽体验，顶部还有一整块奥利奥饼干！ 🥤关注+转发，揪5位朋友尝鲜～   抽奖详情
293,43,97,433,2019-09-21,🛎 杯型变大，加量不加价。即日起，购买【多肉芒芒甘露、醉醉桃桃、醉醉葡萄啤】，杯型可选容量更大的500ML标准杯🥤又可以吸多几口啦～🙋🏻♀️喜欢波波杯的朋友仍可选择波波杯噢， #喜茶GO# 点单在杯型类选择，门店点单和店员说明即可。
118,9,65,192,2019-09-21,📩 茶茶播报：魔都九亭的小伙伴们注意啦🙆🏻♀️ 【上海九亭金地广场店】开业时间延迟至今日14:00。🎁9.21-9.23，开业前3天全场买一送一；9.24-9.26，开业前4-6天享第二件半价。（优惠每单仅限一份） #喜茶上海新店#
81,4,67,152,2019-09-20,#HEY STANLEY# 系列灵感随行杯，为探索者而生。⏰【9月22日】起，喜茶指定线下门店有售。🏂吸管杯/直饮杯两款可选，全钢真空杯身，保温保冷，支持车载使用🔁*发售门店列表请见评论
1461,1394,767,3622,2019-09-20,扭一扭，新灵感~  #喜茶×奥利奥#  系列新品登场。全新 #奥利奥波波冰# 、奥利奥咖啡波波冰、奥利奥雪糕杯、奥利奥酥芙包，明日（9.21）上线，一起来“奥”一下！ ⚫奥利奥波波冰&奥利奥雪糕杯，喜茶所有门店有售。 ⚫奥利奥酥芙包，全国喜茶热麦有售。 ⚫奥利奥咖啡波波冰，售卖【喜茶咖啡】的门店有售。
144,26,87,257,2019-09-20,#喜茶南京新店#  以茶文化的现代演绎为落点，将品茶元素化作场景原型和空间肌理。【南京弘阳广场店】，明日（9.21）约你饮茶。9.21-9.23，开业前3天全场买一送一；9.24-9.26，开业前4-6天享第二件半价。（优惠每单仅限一份） #南京新店#   📍地址：江北新区大桥北路48号南京弘阳广场C3馆1层101号商铺
677,240,285,1202,2019-09-20,#灵感寻味计划# 沈阳站，来喜茶热麦GET冰棍新吃法！喜茶× @中街1946   #一支冰棍包#  ，将一整块中街牛奶冰淇淋夹入双层厚吐司，享受黄油与牛乳带来的double美味。❄明日起，喜茶沈阳大悦城热麦店抢先上架，其他热麦店9月27日起有售～
113,20,57,190,2019-09-20,#喜茶武汉新店#  几何状的艺术装置有序陈列，悠悠绿植点缀简约水晶肌理，明日（9.21）就去【喜茶武汉新世界百货国贸店】饮茶~ 9.21-9.23，开业前3天，全场买一送一；9.24-9.26，开业前4-6天享第二件半价。（优惠每单仅限一份） #武汉新店#   📍地址：西北湖建设大道路566号新世界百货国贸1层L01F023...
265,52,126,443,2019-09-20,#深圳首家LAB#  【深圳欢乐海岸LAB店】 明天（9.21）见！以光境园林为概念，以深圳深厚的科技文化积淀作为灵感，透过光筑艺术，现代水墨，数字科技，创造出丰富有趣的沉浸式体验。更有茶极客实验室、甜品实验室、制冰实验室，深圳首登场。9.21-9.23，饮品、CELATO、冰淇淋买一送一；9.24-9.26，饮品、CE...
506,182,348,1036,2019-09-20,#喜茶沈阳首店#  沈阳有喜，喝茶吃包，杠杠滴🥳【沈阳大悦城热麦店】&【沈阳万象汇茶空间店】，明日（9.21）双店同开。9.21-9.23，开业前3天，全场买一送一；9.24-9.26，开业前4-6天，享第二件半价。（优惠每单限一份） #喜茶热麦#   📍地址：小东路6号沈阳大悦城A104/A105号（大悦城热麦店）/建设东...
156,17,78,251,2019-09-19,#喜茶食验室#  Hey北京，灵感鲜食明日抵达。法式布蕾牛角&海苔肉松牛角，布蕾糯米糍&芒果糯米糍，四款新品鲜食明日（9.20）登陆北京所有喜茶门店。9.20-9.22，通过喜茶GO小程序下单食验室新品，还可享半价优惠哦~
266,513,172,951,2019-09-19,#万物皆可波波冰#  Round.3 当咖啡遇上波波冰，浓郁提神的现萃espresso与黑糖波波新奇碰撞，绵密冰沙更添清爽。困了倦了就喝它提神吧~  关+转，揪1位送咖啡波波冰啦~   抽奖详情
394,22,107,523,2019-09-19,闪闪“红钻”般的突尼斯软籽石榴，尽在这杯 #多肉石榴2.0# 。相比普通石榴，软籽石榴核软肉厚，轻轻咬开，沁甜汁水在口中爆出幸福的“小烟花”，爱吃石榴的你，一定不要错过这杯秋日限定噢~
181,2,81,264,2019-09-19,兜兜转转，终于来到深圳欢乐海岸。 #深圳首家LAB# ，周末见啦！听说还有50位喜茶黑钻会员提前get了新店内测券，快去 #喜茶GO# 小程序内查看吧~ GET到的幸运儿举举手鸭
115,11,64,190,2019-09-19,新加坡的朋友们，快来HEYTEA × House Of Clarins 快闪现场玩耍吧~ 现场可免费饮茶，体验娇韵诗产品，还可体验AR沉浸式实境游戏，关注官方ig：heyteasg 参与互动，就有机会获取娇韵诗小样套装哦~ ⏰时间：9.19-10.12，10:00-21:00 📍地点：新加坡文华购物廊外
1311,170,1037,2518,2019-09-18,🤩终于要和可爱的东北人民呼应上啦。 #喜茶沈阳首店# 即将开业，茶粉里有没有老铁想来参加新店内测的呀？举手让茶茶看到哦~  🙋
370,23,110,503,2019-09-18,#喜多多便利店# 今日营业中，坐标深圳万象天地的小伙伴们，来和茶茶偶遇呀~现场专门贩售 #石榴养乐多波波冰# ，你的快乐由阿喜承包！还有趣味无限的喜多骰，可以掷出小惊喜噢~🎲
281,587,255,1123,2019-09-17,#万物皆可波波冰#  Round.2 波波新灵感，好喝有活力。集阿华田酷脆酱、阿华田麦酷脆和黑糖波波于一杯的 #阿华田波波冰# ，是你的波波冰首选吗？🍫关+转，抽一位阿华田粉请你喝！   抽奖详情
168,10,80,258,2019-09-17,#喜多多便利店#  明日正式开门营业啦，一日店员茶茶与你不见不散。休闲娱乐于一体，好喝好玩又好看！ ⏰时间：9/18 12:00-22:00；9/19-9/23 10:00-22:00 📍地点：深圳万象天地艺文广场
461,113,156,730,2019-09-17,#喜茶制冰# 又添新成员~ 🍨【阿华田雪糕杯】诞生啦，芝芝冰淇淋浇上阿华田酷脆酱和阿华田豆豆，香滑口感中夹着浓郁可可脆。喜茶所有门店都开卖啦，还有标准/MINI款可选。
267,74,150,491,2019-09-17,#灵感寻味计划#  灵感制包员阿喜出新包啦。喜茶× @太二酸菜鱼  出品，将太二秘制酸菜与鲜美鱼肉一同填入包包🐟 切片鳕鱼鲜嫩顺滑，酸菜酸爽脆口，酸酸辣辣，回味无穷。【太二酸菜鱼包】，现已上架 #喜茶热麦# 广深门店。👩🏻🍳客官，来摸鱼吃包噜~
41637,241,3984,45862,2019-09-16,关于喜茶济南和谐广场店纠纷的情况说明
2085,361,802,3248,2019-09-15,#茶茶研究所#  三年以上的茶粉在哪里🙋🏻♀️你知道喜茶经典【芝芝茗茶】诞生于哪一年吗？🍵精选定制茶底，搭配喜茶独家经典芝士，45度大口喝，茶汤与芝士一齐入口才是最佳饮茶姿势噢。转发说说你最爱的那杯芝芝茗茶，请一位朋友喝下面4杯芝芝茗茶~   抽奖详情
692,1742,892,3326,2019-09-15,#HEY STANLEY#  🧗🏻♂️喜茶×STANLEY 合作系列吸管杯/直饮杯，现已上架 #喜茶灵感铺# 。1️⃣真空杯体设计，保热保冷；2️⃣选用高品质304不锈钢材质，不含BPA，安全环保。一段灵感之茶与探索者的旅程，现在出发。 关+转，抽3位朋友送出直饮杯一个🥤   抽奖详情
396,101,157,654,2019-09-15,#喜茶上海新店#  带上喜茶，新旅程GO。🛫【上海浦东机场S1卫星厅GO店】，明日（9.16）开业。开业前三天全场买一赠一。（每单仅限一份） #上海新店#   📍地址：上海浦东国际机场S1卫星厅内出发禁区69米层商业区域6号
359,94,208,661,2019-09-14,#茶茶测评#  😛 茶茶邀您云逛吃喜茶长沙惠农LAB店！长沙惠农LAB店集结了所有喜茶【长沙限定】，臭豆腐蛋糕、充满长沙风情的CELATO和茶极客特调。有小长假在长沙的伙伴吗？跟着这份【长沙惠农LAB打卡指南】，开启快乐喜茶之旅吧💕  长沙·喜茶(长沙惠农大厦LAB店)     显示地图
4646,679,1227,6552,2019-09-14,致喜爱石榴养乐多波波冰的朋友们
1171,97,469,1737,2019-09-13,👉🏻 #石榴养乐多波波冰# 大家都喝了吗？📣茶茶提示：限量联名养乐多造型杯，先到先得，用完即止。目前门店将陆续更换为常规波波杯，具体杯型还请以门店实物为准噢～
497,1038,432,1967,2019-09-13,#万物皆可波波冰#  ● Round.1 ●可以“吸”的月饼，就在HEYTEA。波波冰也可以拥有奶黄流心，中秋佳韵尽在这杯 #流心奶黄波波冰# 。一起来“吸”月饼吧~🌕关+转，抽一位流心奶黄控喝它！   抽奖详情
335,20,92,447,2019-09-13,#茶茶日历#  喜乐中秋，阖家团圆，月满人间。茶茶在这儿祝大家 #中秋# 快乐🌙
134,8,51,193,2019-09-12,茶茶播报：中秋小长假期间，部分门店营业时间略有调整，详情可在图中查询 👇🏼。提前祝大家中秋快乐，愉快喝茶~
308,18,184,510,2019-09-12,#喜茶长沙新店#  长沙的朋友，恰喜茶又有新去处啦。拱形吊顶复刻古罗马时代的建筑艺术，不同材质的体块相互穿插，碰撞出新的空间体验。【长沙国金街店】，明日（9.13）正式开业。9.13-9.15，全场饮品、冰淇淋买一赠一（每单仅限一份） #长沙新店#   📍地址：天心区国金街地下A层编号A066/067/068号
231,37,133,401,2019-09-12,#喜茶苏州新店#  姑苏有喜，明日双店齐开！【苏州吴江万宝店】&【苏州天虹CC茶空间店】9.13与你相见。开业前三天全场买一赠一；开业第4-6天，全场第二件半价。（每单仅限一份）。 #苏州新店#  📍吴江万宝店：吴江区万宝财富广场1088号1层S1011B。📍天虹CC茶空间店：广济南路219号天虹CCmall1层1001号...
204,65,143,412,2019-09-12,#茶茶播报# 😋大额满减，参与工行信用卡爱购周末活动，饮喜茶更划算~ ⏰9月6日-12月31日，逢周五、周六、周日，使用微信支付选择工商银行信用卡付款，满50立减25元～ *线上线下均参与，每人每周限享1次优惠。
225,9,100,334,2019-09-12,#喜茶西安新店#  HEY，喜见长安。以传统榫卯结构衍化为表达元素，现代禅意饮茶空间中隐透十三朝古都韵味。【西安老城根Gpark店】，明日（9.13）与你相见。开业前三天全场买一赠一；开业第4-6天，全场第二件半价。（每单仅限一份） #西安新店#   地址：西安市莲湖区老城根Gpark商业街区1F-30号
165,18,113,296,2019-09-12,#喜茶济南新店#  植入东方独特的竹林禅意，摩登的空间肌理与竹林的艺术装置，让茶客如置身清雅竹林间。【济南悦立方店】今日已开业，9.12-9.14，全场饮品、冰淇淋买一赠一（每单仅限一份）。 #济南新店#   地址：济南市花园路136号悦立方街区一层112号商铺
3093,6121,3809,13023,2019-09-11,#喜茶x养乐多# 身型变大5倍的养乐多大家都喝了吗？🙌🏻话不多说，关+转，请10位小可爱喝 #石榴养乐多波波冰# ，后天抽！   抽奖详情
263,22,182,467,2019-09-11,#HEYTEA DESIGN#  将灵感解构重组，化身随心可贴的HEYTEA贴纸，丰富你的小创作。🤗芝麻街、波波冰、愚人节、咖啡、多肉葡萄…你们最喜欢哪款喜茶贴纸呀？  #喜茶设计#
160,6,48,214,2019-09-11,#茶茶研究所#  🧐你知道吗？每一片喜茶的茶叶都有自己的原产地认证；每一杯果茶都选用鲜果或NFC（100%鲜榨非浓缩还原）鲜果汁调制，不添加任何色素、香精。🧀每一勺芝士都选用鲜奶打制，不含植物奶油及奶盖粉。饮品还提供低卡糖选择噢~
146,6,60,212,2019-09-11,#喜茶深圳新店#  以“云阶”为源启，链接起现代茶饮空间与古时饮茶的桥梁。【深圳ONE AVENUE卓悦中心店】，明日（9.12）正式开业。9.12-9.14，全场饮品、冰淇淋、食验室买一赠一（每单仅限一份）。 #深圳新店#   地址：中央商务区深南路以南卓悦中心ONEAVENUEL1层L140号铺
133,33,73,239,2019-09-10,#灵感寻味计划#  当法式鹅肝遇上欧包，会发生什么奇妙反应？喜茶× @TRB欧式西餐厅  联合出品【法式鹅肝包】。精选臻品鹅肝，上品菌菇现炒现填，加入姬松茸。日式甜面团松软可口，覆以精准炙烤的醇香芝士，呈现每一口都极尽鲜美的灵感之作。明日（9.11），上线 #喜茶热麦#  北上广深门店。
170,34,80,284,2019-09-10,#喜茶上海新店#  魔都的小伙伴，来吃包啦！融合新中式设计美学的全新风格，在复古的淮海路上引人注目，推门而入，麦香萦绕。【上海淮海中路热麦店】，明日（9.11）正式开业。9.11-9.13.全场饮品、冰淇淋、包包买一赠一（每单仅限一份）。 #喜茶热麦#   地址：上海市黄浦区淮海中路766号
1489,2330,1440,5259,2019-09-10,🎙答案揭晓： #万物皆可波波冰# ，这次轮到养乐多啦。 #喜茶x养乐多# 联名新品到着，【石榴养乐多波波冰】突尼斯软籽石榴搭配定制乌龙茶，加入满满养乐多冰沙，好喝有活力，更有【多肉石榴2.0】升级回归。明日起（9.11）喜茶大陆门店有售。🥤关+转，请5位朋友尝鲜。   抽奖详情
337,779,467,1583,2019-09-10,#GREEN HEYTEA#  探索者的环保使命，是和全世界SAY HEY。带着绿色灵感，HEYTEA ×  @Stanley官方微博  联名系列周边，9月11日在 #喜茶灵感铺# 全新亮相。HEY STANLEY灵感吸管杯&灵感直饮杯，真空杯体设计，保热保冷。带上它们饮喜茶，还可立减2元。关+转，揪3位拥有吸管杯。   抽奖详情 #绿色喜茶#
143,21,53,217,2019-09-10,🐲  #灵感寻味计划#  灵感包包，京味限定。「京酱肉丝包」正出炉。松软甜面团夹入芝士肠，填满咸香京酱肉丝，老味道，新吃法。现已上架北京财富中心热麦店。 #喜茶热麦#
146,33,101,280,2019-09-09,#LOVE HEYTEA# 公益扶贫，我们在行动。 目前，喜茶与中国扶贫基金会合作开展了 #喜爱计划# 云南红河红米产业扶贫项目，采购国家级贫困县的梯田红米，研发制成【爱心红米包】，以链接市场的方式，汇聚点点爱心。 #99公益日# ，和茶茶分享一件你的爱心之举，请两个小可爱吃包包～...
371,21,163,555,2019-09-09,#喜茶波波冰新成员疑似曝光#  🧐别急，明天等我官宣。
865,187,107,1159,2019-09-09,#喜茶上海新店#  遇见喜茶GO，遇见新灵感。沪上又添新喜。【上海海伦中心GO店】今日已开业，9.9-9.11，全场饮品、冰淇淋、食验室买一赠一（每单仅限一份）。 #喜茶GO#   地址：四平路136号金融街海伦中心1夹层01单元
187,74,82,343,2019-09-08,#灵感寻味计划#  一口喷香的麻酱，是不少老北京眼中的最爱。🥐将正宗老北京麻酱与浓醇黑糖结合，喜茶×东来顺联合推出北京限定【厚厚麻酱包】，以独创软面团做成层层起酥状，厚厚的黑糖麻酱包裹住软嫩的薄面皮，吃起来蓬松有料。⏰明日（9.9）起， #喜茶热麦# 北京门店有售。
137,11,74,222,2019-09-08,#喜茶热麦# 灵感包包，吃了吗您呐？北京第二间热麦【财富中心热麦店】，明天见。以原木色为空间主色调，提取古代中国建筑结构榫卯和斗拱元素，用现代手法全新演绎。🎁9.9-9.11，全场饮品、冰淇淋、包包买一赠一（每单仅限一份） #喜茶北京新店#   📍地址：北京东三环中路7号财富购物中心
148,75,120,343,2019-09-08,#LOVE HEYTEA#  有一束光，在闪闪发亮✨喜茶与非盈利公益机构微光合作 #喜爱计划# ，以孩子的画作为灵感，设计并推出两款公益周边，所售钱款将全数用于帮助特殊儿童进行艺术康复和就业指导。💑分享一个你的有爱瞬间吧，抽三位朋友赠送微光帆布袋一个。 #99公益日#    抽奖详情
281,17,45,343,2019-09-08,#白露#  🍃气温减，细雨绵，手捧莓莓等鸿雁。 #茶茶日历#
420,23,171,614,2019-09-07,#喜茶GO#  🧐你知道吗？【喜茶星球会员】目前共分为六个等级，从白银到黑钻，每次升级都有新惊喜！速来和茶茶了解一下。黑钻会员请来报道[太開心]
474,40,149,663,2019-09-07,#HEYTEA DESIGN#  与风格各异的灵感元素擦出火花，🥤每一款喜茶杯套，都曾为HEYTEA注入过不同的视觉感官。你最中意哪款喜茶杯套呢？来评论区晒晒吧👀 #喜茶设计#
182,21,78,281,2019-09-07,#茶茶研究所#  灵感包包的角色扮演，ACTION👨🏻⚖️厨师把鲜肉月饼做成叠叠乐；庞大的上海蟹黄包成群结队；月饼包的流心要流下来啦，赶紧接住；特浓黑巧清洁工准时上线；蒜香小龙虾搬运工开始营业。🍞你最常点的 #喜茶热麦# 包包是______？
238,24,51,313,2019-09-06,各位听众晚上好，这里是DJ阿喜。🌙此刻的你还没有入睡吧？一天忙碌过后，点击下方任意茶极客特调，进入 #MUSIC HEYTEA# 歌单，茶香混合酒意，伴随茶极客四季歌单，美好又迷人。🎧Now  turn on the radio，enjoy.
110,7,48,165,2019-09-06,#喜茶新加坡新店#  以“卷轴”为概念，喜茶【新加坡WESTGATE店】，将传统书画载入座椅与艺术装置中，打造禅意饮茶空间。明日（9.7），正式开业。9.7-9.9，饮品、冰淇淋可享买一送一（每单限送一份），还有机会获得限量灵感周边~  #新加坡新店# 📍地址：新加坡西门购物商场 #01-25 3 Gateway Drive
258,46,96,400,2019-09-06,夏末得闲，HEYTEA有约。喜茶【福州爱琴海店】，灵感即达。从传统建筑福建土楼上汲取灵感，呈现一个融现代禅意与本土风格的饮茶空间。🎁明日正式开业，9.7-9.9，全场饮品、冰淇淋买一赠一（每单仅限一份） #喜茶福州新店#   📍地址：福州市仓山区爱琴海购物公园F1017号铺（一号门旁）
90,6,32,128,2019-09-06,#HEYTEA DESIGN#  于水泥丛林中，寻一处悠然饮茶之地。沉浸在麦香与茶香之间，聆听“脉浪”的清脆声响，抚平浮躁心情。这个周末，不如就约上三五好友到喜茶【深圳福田COCOPARK热麦店】，在这片微缩“茶园”中饮茶食包。 #喜茶热麦#   #喜茶设计#
151,22,84,257,2019-09-06,🌤京城晴好周末，【北京喜隆多店】，明天见。新店以城市轴网构建成悬空的木质艺术装置，巨大的圆形多面镜，折射出不同角度的禅意光影。 #喜茶北京新店# 🎁9.7-9.9，全场饮品、冰淇淋、食验室买一赠一（每单仅限一份） 📍地址：阜石路300号1层118号
143,11,68,222,2019-09-06,🎁茶茶来送福利来啦，即日起至11月30日，在 #喜茶GO# 下单，使用微信支付并选择平安信用卡，满30减10元。 * 每人每周限参与一次。🐏来和茶茶一起薅羊毛~
184,22,99,305,2019-09-05,#喜茶上海新店#  乘着夏夜的晚风，沪上再添灵感。纯白如光之寓所。透明落地橱窗内，原木座椅亲切舒适，友好地欢迎每一位茶客。【上海协信星光广场GO店】，明日（9.6）正式开业。9.6-9.8，全场买一送一（每单仅限一份）。 #上海新店# 📍地址：江场路协信星光广场B1层NB146号
227,18,88,333,2019-09-05,#HEYTEA DESIGN#  🌝点击大图GET #流心奶黄波波冰# 壁纸，记得保存原图哦。🤔大家还想要什么口味的壁纸？来留言区告诉茶茶吧~  #喜茶设计#
235,259,124,618,2019-09-05,#茶茶研究所#  关于饮茶的灵魂提问：四季春是绿茶吗？玉露跟抹茶有什么区别？绿妍的茉莉香味从哪里来？肠胃不好可以喝茶吗？ 如果回答不上来这些问题，就速速点击下方【茶茶记者招待会】了解一下吧~   关+转，揪1位优秀学生请喝茶。   抽奖详情
144,5,92,241,2019-09-04,💡继上集奶茶波波饭之后，你对喜茶还有什么脑洞大开的奇思妙想吗？那些你想做又收回手的操作，现在起就交给 #HEYTEA食验室# 吧~ 🎥全新创作马上启动！下一期你想看什么呢？
75,1,35,111,2019-09-04,#茶茶播报#  📢坐标福田的朋友注意啦，【喜茶深圳华强北九方店】现正改造升级中，预计于9月7日恢复营业，期间大家可移步至华强北乐淘里GO店购茶，不便之处，还请谅解。（地址：华强北路1019号华强广场负一层B32、33铺，大家乐对面）
413,67,138,618,2019-09-04,叮叮叮，到点吸葡萄啤啦！喜茶× @Corona科罗娜  联名出品的  #醉醉葡萄啤# ，这个夏天限时上市。科罗娜啤酒融入葡萄冰沙，加入去皮去籽的大颗巨峰果肉，爽口微醺~   喜茶的微博视频
161,129,108,398,2019-09-03,喜茶  的微博: 划重点！喜茶今年份 #多肉葡萄大户# 即将诞生， 仅有一位！TA将获得【整月份多肉葡萄赠饮（30杯）+全套葡萄周边+一箱 @Corona科罗娜  啤酒】。全微博最令人羡慕的葡萄精会是你吗？关+转，本周五揭晓！
230,11,486,727,2019-09-03,#HEYTEA PLAY#  刷到这里的别走，一起来找茶吧~ 🕵️🏻♀️ 请迅速找到图中的4处不同，并在留言区写下所在位置，揪1位答对的小机灵请你吃脆筒。   抽奖详情
334,61,123,518,2019-09-03,🍦喜茶中秋季，又有新成员加入啦~ 醇香芝士与咸咸奶黄交织，再洒上脆脆的咸蛋黄饼干碎。奶黄星人怎么能错过它呢？ #流心奶黄雪糕杯# ，🥮全国喜茶门店现已上线啦。
444,716,421,1581,2019-09-03,这真的不是一块奇怪味道的臭豆腐，是长得像臭豆腐的 #臭豆腐蛋糕#  🍰 目前只在【长沙惠农大厦LAB店】恰得到。 转发，送5张【臭豆腐蛋糕】兑换券，有效期1年。希望大家有机会可以去长沙尝尝。   抽奖详情
5994,19436,11902,37332,2019-09-02,划重点！喜茶今年份 #多肉葡萄大户# 即将诞生， 仅有一位！TA将获得【整月份多肉葡萄赠饮（30杯）+全套葡萄周边+一箱 @Corona科罗娜  啤酒】。全微博最令人羡慕的葡萄精会是你吗？关+转，本周五揭晓！
325,12,93,430,2019-09-02,九月第一个周一，必须灵感满满💡 今日 #喜茶GO# 免配送费喔！ 快来选购一杯你喜欢的HEYTEA吧~
212,8,74,294,2019-09-01,#HEYTEA DESIGN#  在喜茶【佛山南海万科店】，以咏春与禅茶为灵感，结合精致隼牟结构，在茶饮空间内演绎别出心裁的咏春艺术。🥋一呼一吸间，感受茶山的起伏与本土文化的洗礼。  #喜茶设计#
144,242,101,487,2019-09-01,#茶茶研究所#  还记得所里的团宠茶崽吗？小茶崽终于要退休咯，🌱茶叶变成茶渣后直接丢弃真的太浪费啦！快来研究所了解一下茶渣都有哪些小妙用吧~🙇🏻♂️转发里请一位茶崽粉喝杯芝芝茗茶。   抽奖详情
237,32,120,389,2019-09-01,#万物皆可波波冰#  🌕2019中秋季，喜茶流心奶黄系列限时上架！除了可以吸的“月饼茶” #流心奶黄波波冰#  ，还有热到流心的月饼包和凉爽的冰冰包~ 你打卡了吗？  喜茶的微博视频
1047,3136,1741,5924,2019-09-01,#多肉葡萄大户# 9月第一天，吸葡萄要吸爽！吸萄行动已到白热期，多肉和醉醉都需要！🍇关+转，抽10位，【每人一杯多肉葡萄+醉醉葡萄啤】，明天就开    抽奖详情
229,20,114,363,2019-08-31,#喜茶珠海新店#  特有的轮船烟囱元素尽显海港风情，银白主色调穿插趣味几何构造，让停驻在此处的饮茶人重返惬意的模式。【珠海国贸店】明日（9.1），与你相见。9.1-9.3，全场饮品、冰淇淋买一赠一（每单仅限一份）。 #珠海新店#   📍地址：珠海市吉大景山路228号国贸购物广场一层L1003号商铺
281,13,189,483,2019-08-31,#HEYTEA DESIGN#  🚝旅途时刻，也有喜茶陪伴。目前在以下机场、高铁站也能遇见你爱的喜茶：深圳场T3航站楼GO店、北京首都机场T2航站楼店、深圳北站高铁GO店，希望你在旅途中也能收获灵感闪光。🛫PS:来数数图中共出现了几杯喜茶呀？  #喜茶设计#
